Symbol,max_position,tcost,score,weights_ystd,sector,market_value,trend
300140,0.00317427675434683,0.0,-0.000678601897862696,0.0001569412662910788,801160.SI,3471489287.552,0.0
300142,0.012,0.0,-0.000761577643827551,0.0001569412662910788,801150.SI,61705523498.024,0.149810157710193
300143,0.007035384124610029,0.0,5.58820694513805e-05,0.00020079228000440715,801150.SI,5959337242.04,0.0
300144,0.012,0.0,0.000216625806046038,0.00032692890785203295,801210.SI,39603137227.993996,0.0658933822138999
300146,0.011670746166917,0.0,0.000439252716044045,0.0005016256536798192,801120.SI,16270106573.058,0.0
300147,0.00371993285069269,0.0,0.0014529204881863198,0.0012970571724721458,801150.SI,5450996486.752,0.0
300149,0.0040613516456946,0.0,-6.226691306004329e-05,0.0001569412662910788,801150.SI,4854672659.61,-0.0317506917045524
300151,0.012,0.0,-0.00024200199182075098,0.0001569412662910788,801890.SI,3414512508.28,0.0165847298185481
300160,0.012,0.0,0.000762949842249918,0.0007556328380874834,801110.SI,3617561715.992,0.0303974946962115
300161,0.00533830457950346,0.0,0.00160505725520865,0.0014164398568017225,801890.SI,3564481988.9659996,0.0360926133415615
300166,0.012,0.0,0.00224982560465832,0.0019223936629369225,801750.SI,11565363363.028,0.0192129137451046
300168,0.012,0.0,0.000663174121896474,0.0006773381986006133,801750.SI,24428762858.88,0.0
300170,0.00576203513605201,0.0,0.000864789203412742,0.000835546829583324,801750.SI,6328299704.88,-0.0364381249429282
300171,0.012,0.0,-2.24925955505401e-06,0.0001569412662910788,801890.SI,4909937178.09,0.0070061511888131894
300175,0.00267425128628962,0.0,-0.00161593442462464,0.0001569412662910788,801010.SI,3146827200.0,0.0397695605679693
300177,0.012,0.0,0.0025212839211591898,0.0021354087226213773,801750.SI,4600711947.624001,0.0
300181,0.0035876481229585,0.0,-0.000294772275982137,0.0001569412662910788,801150.SI,2671519322.88,0.0
300182,0.012,0.0,0.00323745294626104,0.0026973910910110363,801760.SI,7910733541.308001,-0.0597666082875697
300183,0.00356462946166626,0.0,0.00132086169145079,0.0011934297985493948,801770.SI,3811115524.14,-0.0062495520875441605
300184,0.0064568897408516105,0.0,-0.0011489903812038301,0.0001569412662910788,801080.SI,6649570000.44,0.0
300187,0.00201399754921235,0.0,-0.00201012861523021,0.0001569412662910788,801160.SI,2981277624.564,0.013308422161438344
300188,0.012,0.0,0.000790564277374035,0.0007773020601689424,801750.SI,11301357816.96,0.0433284976779877
300189,0.012,0.0,-0.00240411779973527,0.0001569412662910788,801010.SI,4089109230.008,0.0363381071984829
300191,0.0023680055386676,0.0,0.0005994587102218441,0.0006273403116482441,801020.SI,3482076400.0,0.0
300192,0.00545639465010551,0.0,-0.00255143663811123,0.0001569412662910788,801760.SI,2880915111.746,0.0486844380683833
300200,0.00955070912063862,0.0,0.000961186608461297,0.0009111904836607952,801030.SI,3036888585.0,0.0992866520103994
300202,0.012,0.0,0.00135496351668202,0.0012201897167225262,801750.SI,4996399025.796,0.0
300203,0.00914887192241352,0.0,0.0010915943368008099,0.001013522253759526,801160.SI,6619331465.4,-0.04043453727736
300205,0.00299104696094637,0.0,0.0019388032133930602,0.0016783324232866764,801770.SI,4050301396.3040004,0.0
300206,0.012,0.0,0.000894327191956909,0.0008587254762123888,801150.SI,4955416474.14,0.0473067051884821
300207,0.012,0.0,0.00241847467116565,0.002054733653219266,801080.SI,19504551657.258,0.0
300209,0.00473167897642025,0.0,0.0008893413686929699,0.000854813069129658,801750.SI,3163544252.592,-0.0782743590695807
300212,0.012,0.0,0.0014333028334052099,0.0012816630745571026,801750.SI,24293332470.372,0.08980128824694099
300220,0.00811079493163987,0.0,0.0005237691995682059,0.0005679462734135736,801080.SI,6706370904.714001,0.17079760971434002
300222,0.00815113357867988,0.0,0.00161469082585349,0.0014239993806812513,801890.SI,3821579797.016,-0.0547672918544575
300223,0.012,0.0,0.00190438975179738,0.0016513279620852489,801080.SI,11805473879.31,0.0407279814724855
300224,0.012,0.0,-0.00160617188401985,0.0001569412662910788,801050.SI,6852121069.84,0.0
300225,0.0036481981768060603,0.0,-0.0004968626361434611,0.0001569412662910788,801030.SI,2864124034.2720003,0.0
300226,0.00835141222829755,0.0,0.0017928452418227102,0.0015637982788690365,801760.SI,11727303448.5,0.00997131131290292
300227,0.00547814329812288,0.0,0.000883135773022359,0.0008499434989164775,801080.SI,2501941893.842,0.0999055046851759
300229,0.0040751912199916,0.0,-0.000387688248214219,0.0001569412662910788,801750.SI,7529242940.006,0.0534057891649554
300231,0.00557601230201833,0.0,0.0006049278328176481,0.0006316319667766774,801750.SI,3000735293.566,0.0
300232,0.00421071205154755,0.0,0.0009624450255110869,0.0009121779714873769,801080.SI,5595078030.708,0.0
300233,0.012,0.0,-0.00115950017997244,0.0001569412662910788,801150.SI,8615060155.8,0.0519522080439053
300236,0.012,0.0,0.000615643227922055,0.0006400404051591514,801030.SI,15406011804.762,0.0541256214779204
300238,0.00348546249907725,0.0,0.000403118304468176,0.00047327075213281976,801150.SI,4260487200.04,0.0
300244,0.0105530817570387,0.0,0.000287948724650921,0.00038289645365916235,801150.SI,11183296346.456001,0.0178339556567456
300245,0.00500902023607022,0.0,0.00165496447824769,0.0014556023707058136,801750.SI,2893595044.572,-0.0407825111850078
300248,0.0035691383512793705,0.0,0.0019268629669035601,0.0016689628362672277,801750.SI,3439796718.7079997,0.083121959996385
300252,0.00280361252711728,0.0,0.000351282648048208,0.0004325949843449244,801770.SI,3665790071.04,0.0
300253,0.012,0.0,0.000830830710353944,0.0008088993850734013,801750.SI,30594146688.0,0.0797775764874654
300256,0.00420304936797988,0.0,0.0,0.0,801080.SI,4817372151.332,0.0
300257,0.00219829097277148,0.0,-0.000645123765020661,0.0001569412662910788,801890.SI,8857576976.656,-0.0499237008144912
300259,0.00339414306983508,0.0,0.0010465246009449401,0.0009781557466764026,801890.SI,3771354512.828,0.111451717290887
300261,0.012,0.0,0.000361442265524167,0.0004405673005034743,801030.SI,4160177420.358,0.0
300263,0.00873412361673516,0.0,0.00143793728425414,0.001285299757481077,801160.SI,5218400926.114,0.0
300265,0.012,0.0,-0.0036899679459519398,0.0001569412662910788,801730.SI,3824294823.0,0.0214753346155381
